url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/29854359/#affiliation-1,['2018 May 2;'],"['Hongyu Wang', 'Jun Feng', 'Qirong Bu', 'Feihong Liu', 'Min Zhang', 'Yu Ren', 'Yi Lv']",Breast Mass Detection in Digital Mammogram Based on Gestalt Psychology,2018
https://pubmed.ncbi.nlm.nih.gov/25832038/#affiliation-1,['2015 Apr;'],"['E Lopez Torres', 'E Fiorina', 'F Pennazio', 'C Peroni', 'M Saletta', 'N Camarlinghi', 'M E Fantacci', 'P Cerello']",Large scale validation of the M5L lung CAD on heterogeneous CT datasets,2015
https://pubmed.ncbi.nlm.nih.gov/32083693/#affiliation-1,['2020 Feb 5;'],"['Chi-Shin Wu', 'Alex R Luedtke', '\n              3\n            ', '\n              4\n            ', 'Hui-Ju Tsai', 'Shih-Cheng Liao', 'Chen-Chung Liu', 'Susan Shur-Fen Gau', 'Tyler J VanderWeele', '\n              7\n            ', '\n              4\n            ']",Development and Validation of a Machine Learning Individualized Treatment Rule in First-Episode Schizophrenia,2020
https://pubmed.ncbi.nlm.nih.gov/18234477/#affiliation-1,['2008 Mar;'],"['Eric Fakra', 'Pilar Salgado-Pineda', 'Ahmad R Hariri']",Neural bases of different cognitive strategies for facial affect processing in schizophrenia,2008
https://pubmed.ncbi.nlm.nih.gov/18560057/#affiliation-1,['2008 Jul;'],"['Fayyaz A Afsar', 'M Arif']",Detection of ST segment deviation episodes in ECG using KLT with an ensemble neural classifier,2008
https://pubmed.ncbi.nlm.nih.gov/30261827/#affiliation-1,['2018 Jan 1;'],"['Sarmad Shafique', 'Samabia Tehsin']",Acute Lymphoblastic Leukemia Detection and Classification of Its Subtypes Using Pretrained Deep Convolutional Neural Networks,2018
https://pubmed.ncbi.nlm.nih.gov/15998328/#affiliation-1,['2005 Aug;'],"['William V Stoecker', 'Kapil Gupta', 'Randy H Moss']",Detection of asymmetric blotches (asymmetric structureless areas) in dermoscopy images of malignant melanoma using relative color,2005
https://pubmed.ncbi.nlm.nih.gov/12607839/#affiliation-1,['2003 Feb;'],"['Stefano Tomatis', 'Aldo Bono', 'Mauro Carrara', 'Gabrina Tragni']",Automated melanoma detection: multispectral imaging and neural network approach for classification,2003
https://pubmed.ncbi.nlm.nih.gov/27338758/#affiliation-1,['2016 Oct;'],"['Alexis C Edwards', 'Silviu-Alin Bacanu', 'Tim B Bigdeli', 'Arden Moscati', 'Kenneth S Kendler']",Evaluating the dopamine hypothesis of schizophrenia in a large-scale genome-wide association study,2016
https://pubmed.ncbi.nlm.nih.gov/15208197/#affiliation-1,['2004 May;'],['Asad Umar'],Applications of bioinformatics in cancer detection: a lexicon of bioinformatics terms,2004
https://pubmed.ncbi.nlm.nih.gov/27766520/#affiliation-1,['2017 Aug;'],"['Xiaoran Duan', 'Yongli Yang', 'Shanjuan Tan', 'Sihua Wang', 'Xiaolei Feng', 'Liuxin Cui', 'Feifei Feng', 'Songcheng Yu', 'Wei Wang', 'Yongjun Wu']",Application of artificial neural network model combined with four biomarkers in auxiliary diagnosis of lung cancer,2017
https://pubmed.ncbi.nlm.nih.gov/23838808/#affiliation-1,['2013 Aug;'],"['Wei Liu', 'HongWei Xie']","Predicting potential cancer genes by integrating network properties, sequence features and functional annotations",2013
https://pubmed.ncbi.nlm.nih.gov/14518728/#affiliation-1,['2003 Sep;'],"['Miltiades Gletsos', 'Stavroula G Mougiakakou', 'Konstantina S Nikita', 'Dimitrios Kelekis']",A computer-aided diagnostic system to characterize CT focal liver lesions: design and optimization of a neural network classifier,2003
https://pubmed.ncbi.nlm.nih.gov/15369711/#affiliation-1,['2004 Oct;'],"['Nihal Fatma Güler', 'Elif Derya Ubeyli']",Wavelet-based neural network analysis of ophthalmic artery Doppler signals,2004
https://pubmed.ncbi.nlm.nih.gov/17088678/#affiliation-1,['2006 Dec;'],"['David Hamilton', 'Adrian List', 'Stephen Hogg']",Discrimination between parkinsonian syndrome and essential tremor using artificial neural network classification of quantified DaTSCAN data,2006
https://pubmed.ncbi.nlm.nih.gov/25569918/#affiliation-1,['2014;'],"['Ramon Pires', 'Herbert F Jelinek', 'Eduardo Valle']",Automatic Diabetic Retinopathy detection using BossaNova representation,2014
https://pubmed.ncbi.nlm.nih.gov/17577891/#affiliation-1,['2007 Sep;'],"['Seyed Mohsen Hosseini', 'Mahmood Amiri', 'Javad Dargahi']",Application of artificial neural networks for the estimation of tumour characteristics in biological tissues,2007
https://pubmed.ncbi.nlm.nih.gov/12583571/#affiliation-1,['2003 Feb;'],"['Ruey-Feng Chang', 'Wen-Jie Wu', 'Yi-Hong Chou']",Support vector machines for diagnosis of breast tumors on US images,2003
https://pubmed.ncbi.nlm.nih.gov/31056720/#affiliation-1,['2019 May 6;'],"['Diogo Marcelo Nogueira', 'Carlos Abreu Ferreira', '\n              3\n            ', '\n              2\n            ', 'Alípio M Jorge', '\n              4\n            ']","Classifying Heart Sounds Using Images of Motifs, MFCC and Temporal Features",2019
https://pubmed.ncbi.nlm.nih.gov/31946924/#affiliation-1,['2019 Jul;'],"['Marek Wodzinski', 'Alexander Witkowski', 'Joanna Ludzik']",Convolutional Neural Network Approach to Classify Skin Lesions Using Reflectance Confocal Microscopy,2019
https://pubmed.ncbi.nlm.nih.gov/19111442/#affiliation-1,['2009 Mar;'],"['Stavros Tsantis', 'Nikos Dimitropoulos', 'George Nikiforidis']",Morphological and wavelet features towards sonographic thyroid nodules evaluation,2009
https://pubmed.ncbi.nlm.nih.gov/17625918/#affiliation-1,['2007 Sep 1;'],"['Yonggang Shi', 'Paul M Thompson', 'Stephen E Rose', 'Ivo Dinov']",Direct mapping of hippocampal surfaces with intrinsic shape context,2007
https://pubmed.ncbi.nlm.nih.gov/30854531/#affiliation-1,['2018 Sep;'],"['Huan Qi', 'Sally Collins', 'J Alison Noble']",Automatic Lacunae Localization in Placental Ultrasound Images via Layer Aggregation,2018
https://pubmed.ncbi.nlm.nih.gov/30819133/#affiliation-1,['2019 Feb 28;'],"['Arthur Marka', 'Joi B Carter', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ']",Automated detection of nonmelanoma skin cancer using digital images: a systematic review,2019
https://pubmed.ncbi.nlm.nih.gov/17400432/#affiliation-1,['2007 Jun;'],"['Yüksel Ozbay', 'Sadik Kara', 'Rahime Ceylan']",Complex-valued wavelet artificial neural network for Doppler signals classifying,2007
https://pubmed.ncbi.nlm.nih.gov/24615482/#affiliation-1,['2014 Aug;'],['Salim Lahmiri'],Automated detection of circinate exudates in retina digital images using empirical mode decomposition and the entropy and uniformity of the intrinsic mode functions,2014
https://pubmed.ncbi.nlm.nih.gov/9419548/#affiliation-1,['1995 Mar;'],"['Y C Wu', 'M T Freedman', 'R A Zuurbier', 'S K Mun']",Classification of microcalcifications in radiographs of pathologic specimens for the diagnosis of breast cancer,1995
https://pubmed.ncbi.nlm.nih.gov/9672817/#affiliation-1,['1998 Feb;'],"['D J Libon', 'B Bogdanoff', 'S Skalina', 'H L Gitlin']","Declarative and procedural learning, quantitative measures of the hippocampus, and subcortical white alterations in Alzheimer's disease and ischaemic vascular dementia",1998
https://pubmed.ncbi.nlm.nih.gov/28436853/#affiliation-1,['2017 Sep;'],"['Yading Yuan', 'Yeh-Chi Lo']",Automatic Skin Lesion Segmentation Using Deep Fully Convolutional Networks With Jaccard Distance,2017
https://pubmed.ncbi.nlm.nih.gov/20347044/#affiliation-1,['2010 Jul 15;'],"['Cynthia M Stonnington', 'Carlton Chu', 'Clifford R Jack Jr', 'Richard S J Frackowiak']",Predicting clinical scores from magnetic resonance scans in Alzheimer's disease,2010
https://pubmed.ncbi.nlm.nih.gov/30836800/#affiliation-1,['2019;'],"['Victoria Blanes-Vidal', 'Gunnar Baatrup', '\n              3\n            ', '\n              1\n            ']",Addressing priority challenges in the detection and assessment of colorectal polyps from capsule endoscopy and colonoscopy in colorectal cancer screening using machine learning,2019
https://pubmed.ncbi.nlm.nih.gov/11268471/#affiliation-1,['2000;'],"['M Cenci', 'C Nagar']",PAPNET-assisted primary screening of conventional cervical smears,2000
https://pubmed.ncbi.nlm.nih.gov/22255732/#affiliation-1,['2011;'],"['V Salai Selvam', 'S Shenbagadevi']",Brain tumor detection using scalp eeg with modified Wavelet-ICA and multi layer feed forward neural network,2011
https://pubmed.ncbi.nlm.nih.gov/30452913/#affiliation-1,['2019 Apr;'],"['Yan Zhu', 'Qiu-Cheng Wang', 'Mei-Dong Xu', 'Zhen Zhang', 'Jing Cheng', 'Yun-Shi Zhong', 'Yi-Qun Zhang', 'Wei-Feng Chen', 'Li-Qing Yao', 'Ping-Hong Zhou', 'Quan-Lin Li']",Application of convolutional neural network in the diagnosis of the invasion depth of gastric cancer based on conventional endoscopy,2019
https://pubmed.ncbi.nlm.nih.gov/27898306/#affiliation-1,['2017 Feb;'],"['Hao Chen', 'Xiaojuan Qi', 'Lequan Yu', 'Qi Dou', 'Jing Qin', 'Pheng-Ann Heng']",DCAN: Deep contour-aware networks for object instance segmentation from histology images,2017
https://pubmed.ncbi.nlm.nih.gov/31416551/#affiliation-1,['2019 Sep;'],"['Aman Sharma', 'Rinkle Rani']",C-HMOSHSSA: Gene selection for cancer classification using multi-objective meta-heuristic and machine learning methods,2019
https://pubmed.ncbi.nlm.nih.gov/32420387/#affiliation-1,['2020 Apr 27;'],"['Bayu Adhi Tama', 'Sun Im', 'Seungchul Lee']",Improving an Intelligent Detection System for Coronary Heart Disease Using a Two-Tier Classifier Ensemble,2020
https://pubmed.ncbi.nlm.nih.gov/32755895/#affiliation-1,['2020 Aug 5;'],"['Kun-Hsing Yu', '\n              2\n            ', 'Tsung-Lu Michael Lee', 'Ming-Hsuan Yen', '\n              6\n            ', '\n              2\n            ', '\n              7\n            ', 'Jung-Hsien Chiang', 'Isaac S Kohane', '\n              8\n            ']",Reproducible Machine Learning Methods for Lung Cancer Detection Using Computed Tomography Images: Algorithm Development and Validation,2020
https://pubmed.ncbi.nlm.nih.gov/17918685/#affiliation-1,['2007 Oct;'],['Mahmut Tokmakçi'],A classification system for stenosis from mitral valve Doppler signals using adaptive network based fuzzy inference system,2007
https://pubmed.ncbi.nlm.nih.gov/27893380/#affiliation-1,['2017 Sep;'],"['Lei Wang', 'Emmanuel Agu', 'Bengisu Tulu']",Area Determination of Diabetic Foot Ulcer Images Using a Cascaded Two-Stage SVM-Based Classification,2017
https://pubmed.ncbi.nlm.nih.gov/30102248/#affiliation-1,['2018 Sep 24;'],"['Zhaohan Xiong', 'Martyn P Nash', 'Vadim V Fedorov', 'Jichao Zhao']",ECG signal classification for the detection of cardiac arrhythmias using a convolutional recurrent neural network,2018
https://pubmed.ncbi.nlm.nih.gov/16898468/#affiliation-1,['2006 Jul;'],"['Junji Shiraishi', 'Qiang Li', 'Roger Engelmann']",Computer-aided diagnostic scheme for the detection of lung nodules on chest radiographs: localized search method based on anatomical classification,2006
https://pubmed.ncbi.nlm.nih.gov/27060962/#affiliation-1,['2016 Apr 5;'],"['Yafeng Zhan', '\n              2\n            ', '\n              1\n            ', '\n              3\n            ', '\n              2\n            ', 'Yue Cui', '\n              4\n            ', '\n              1\n            ', '\n              2\n            ', '\n              5\n            ', 'Yong Liu', '\n              4\n            ']",Longitudinal Study of Impaired Intra- and Inter-Network Brain Connectivity in Subjects at High Risk for Alzheimer's Disease,2016
https://pubmed.ncbi.nlm.nih.gov/25412886/#affiliation-1,['2014 Dec;'],['Ahmad Esmaili Torshabi'],Investigation of the robustness of adaptive neuro-fuzzy inference system for tracking moving tumors in external radiotherapy,2014
https://pubmed.ncbi.nlm.nih.gov/31684970/#affiliation-1,['2019 Nov 4;'],"['Siqi Cai', 'Guofeng Li', 'Xiaoya Zhang', 'Shuangyuan Huang', 'Haiqing Zheng', 'Ke Ma', 'Longhan Xie']",Detecting compensatory movements of stroke survivors using pressure distribution data and machine learning algorithms,2019
https://pubmed.ncbi.nlm.nih.gov/23662341/#affiliation-1,['2013 Mar;'],"['K Noronha', 'U R Acharya', 'S Kamath']",Decision support system for diabetic retinopathy using discrete wavelet transform,2013
https://pubmed.ncbi.nlm.nih.gov/20703654/#affiliation-1,['2012 Apr;'],['Shubhajit Roy Chowdhury'],Field programmable gate array based fuzzy neural signal processing system for differential diagnosis of QRS complex tachycardia and tachyarrhythmia in noisy ECG signals,2012
https://pubmed.ncbi.nlm.nih.gov/30225920/#affiliation-1,['2019 Jan 30;'],"['Qian Xiao', 'Lin Wang', 'Hongquan Xu']",Application of kriging models for a drug combination experiment on lung cancer,2019
https://pubmed.ncbi.nlm.nih.gov/10363701/#affiliation-1,['1999 Mar;'],"['J K Kim', 'H W Park']",Statistical textural features for detection of microcalcifications in digitized mammograms,1999
https://pubmed.ncbi.nlm.nih.gov/28662816/#affiliation-1,['2017 Jun;'],"['Fei-Yan Zhou', 'Lin-Peng Jin', 'Jun Dong']",Premature ventricular contraction detection combining deep neural networks and rules inference,2017
https://pubmed.ncbi.nlm.nih.gov/33004608/#affiliation-1,['2020 Nov 17;'],"['Eleonora Catricalà', 'Cristina Polito', 'Luca Presotto', 'Valentina Esposito', 'Arianna Sala', 'Francesca Conca', 'Celeste Gasparri', 'Valentina Berti', 'Massimo Filippi', 'Alberto Pupi', 'Sandro Sorbi', 'Sandro Iannaccone', 'Giuseppe Magnani', 'Stefano F Cappa', 'Daniela Perani']",Neural correlates of naming errors across different neurodegenerative diseases: An FDG-PET study,2020
https://pubmed.ncbi.nlm.nih.gov/29524116/#affiliation-1,['2018 Sep;'],"['Refael Vivanti', 'Leo Joskowicz', 'Naama Lev-Cohain', 'Ariel Ephrat', 'Jacob Sosna']",Patient-specific and global convolutional neural networks for robust automatic liver tumor delineation in follow-up CT studies,2018
https://pubmed.ncbi.nlm.nih.gov/1334208/#affiliation-1,['1992 Dec;'],"['S L Howells', 'R J Maxwell', 'J R Griffiths']",An investigation of tumor 1H nuclear magnetic resonance spectra by the application of chemometric techniques,1992
https://pubmed.ncbi.nlm.nih.gov/27082766/#affiliation-1,['2016 Jun 1;'],"['Hanie Moghaddasi', 'Saeed Nourian']",Automatic assessment of mitral regurgitation severity based on extensive textural features on 2D echocardiography videos,2016
https://pubmed.ncbi.nlm.nih.gov/31247624/#affiliation-1,['2019;'],"['Arlene J Astell', '\n              2\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ', '\n              8\n            ', '\n              9\n            ', '\n              10\n            ']",Technology and Dementia: The Future is Now,2019
https://pubmed.ncbi.nlm.nih.gov/25793291/#affiliation-1,['2015 Mar 20;'],"['Jung Suk Lee', 'Ji Won Chun', 'Sang-Hoon Lee', 'Eosu Kim', 'Seung-Koo Lee', 'Jae-Jin Kim']",Altered neural basis of the reality processing and its relation to cognitive insight in schizophrenia,2015
https://pubmed.ncbi.nlm.nih.gov/25160231/#affiliation-1,['2014;'],"['Farhnaz Sadoughi', 'Mustafa Ghaderzadeh']",A hybrid particle swarm and neural network approach for detection of prostate cancer from benign hyperplasia of prostate,2014
https://pubmed.ncbi.nlm.nih.gov/30119855/#affiliation-1,['2018 Sep;'],"['Po-Hao Feng', 'Tzu-Tao Chen', 'Yin-Tzu Lin', 'Shang-Yu Chiang', 'Chung-Ming Lo']",Classification of lung cancer subtypes based on autofluorescence bronchoscopic pattern recognition: A preliminary study,2018
https://pubmed.ncbi.nlm.nih.gov/19203885/#affiliation-1,['2009 May;'],"['Turker Ince', 'Serkan Kiranyaz']",A generic and robust system for automated patient-specific classification of ECG signals,2009
https://pubmed.ncbi.nlm.nih.gov/27138584/#affiliation-1,['2016 Dec;'],"['Jelmer M Wolterink', 'Tim Leiner', 'Bob D de Vos', 'Robbert W van Hamersvelt', 'Max A Viergever', 'Ivana Išgum']",Automatic coronary artery calcium scoring in cardiac CT angiography using paired convolutional neural networks,2016
https://pubmed.ncbi.nlm.nih.gov/32066081/#affiliation-1,['2020 Apr;'],"['Reetta Sipilä', 'Eija Kalso', 'Jörn Lötsch']",Machine-learned identification of psychological subgroups with relation to pain interference in patients after breast cancer treatments,2020
https://pubmed.ncbi.nlm.nih.gov/29680357/#affiliation-1,['2019 Jul;'],"['Megan Cummins Lancaster', 'Alaa Mabrouk Salem Omar', 'Sukrit Narula', 'Hemant Kulkarni', 'Jagat Narula', 'Partho P Sengupta']",Phenotypic Clustering of Left Ventricular Diastolic Function Parameters: Patterns and Prognostic Relevance,2019
https://pubmed.ncbi.nlm.nih.gov/16126873/#affiliation-1,['2005 Sep;'],"['R R Paul', 'A Mukherjee', 'S Banerjee', 'J Chatterjee', 'K Mukkerjee']",A novel wavelet neural network based pathological stage detection technique for an oral precancerous condition,2005
https://pubmed.ncbi.nlm.nih.gov/30873967/#affiliation-1,['2019 Feb 10;'],"['Vishesh Dubey', 'Ankit Butola', 'Anurag Srivastava']",Low coherence quantitative phase microscopy with machine learning model and Raman spectroscopy for the study of breast cancer cells and their classification,2019
https://pubmed.ncbi.nlm.nih.gov/31869824/#affiliation-1,['2020 Feb 19;'],"['Yongze Guo', 'Wenhui Zhao', 'Yaqin Zhang']",Automatic segmentation of the pectoral muscle based on boundary identification and shape prediction,2020
https://pubmed.ncbi.nlm.nih.gov/30004868/#affiliation-1,['2019 Mar;'],"['B S Chandra', 'S Jana']",Robust Heartbeat Detection From Multimodal Data via CNN-Based Generalizable Information Fusion,2019
https://pubmed.ncbi.nlm.nih.gov/23727300/#affiliation-1,['2013 Aug;'],"['Tao Sun', 'Jingjing Wang', 'Pingxin Lv', 'Yanxia Luo', 'Huiping Zhu']",Comparative evaluation of support vector machines for computer aided diagnosis of lung cancer in CT based on a multi-dimensional data set,2013
https://pubmed.ncbi.nlm.nih.gov/9050408/#affiliation-1,['1997 Feb;'],"['Y Zhu', 'H Yan']",Computerized tumor boundary detection using a Hopfield neural network,1997
https://pubmed.ncbi.nlm.nih.gov/10915682/#affiliation-1,['2000 Aug;'],"['J A Scott', 'E L Palmer']",How well can radiologists using neural network software diagnose pulmonary embolism?,2000
https://pubmed.ncbi.nlm.nih.gov/33018405/#affiliation-1,['2020 Jul;'],"['Sunetra Banerjee', 'Juan Lyu', 'Yong-Ping Zheng']",Automatic Segmentation of 3D Ultrasound Spine Curvature Using Convolutional Neural Network,2020
https://pubmed.ncbi.nlm.nih.gov/15642203/#affiliation-1,['2005 Jan;'],"['Yue Hu', 'Su-Zhan Zhang', 'Jian Liu', 'Xun Hu']",[Diagnostic application of serum protein pattern and artificial neural network software in breast cancer],2005
https://pubmed.ncbi.nlm.nih.gov/28796627/#affiliation-1,['2018 Jul;'],"['Moi Hoon Yap', 'Joan Marti', 'Melcior Sentis', 'Adrian K Davison', 'Moi Hoon Yap', 'Joan Marti', 'Melcior Sentis', 'Adrian K Davison']",Automated Breast Ultrasound Lesions Detection Using Convolutional Neural Networks,2018
https://pubmed.ncbi.nlm.nih.gov/9252707/#affiliation-1,['1997;'],"['R N Naguib', 'A E Adams', 'B Angus', 'G V Sherbet']",Prediction of nodal metastasis and prognosis in breast cancer: a neural model,1997
https://pubmed.ncbi.nlm.nih.gov/26419858/#affiliation-1,['2015 Nov;'],"['Gary B Fogel', 'Susanna L Lamers', 'Enoch S Liu', 'Marco Salemi', 'Michael S McGrath']",Identification of dual-tropic HIV-1 using evolved neural networks,2015
https://pubmed.ncbi.nlm.nih.gov/17854795/#affiliation-1,['2008 Jan;'],"['Gökhan Ertaş', 'H Ozcan Gülçür', 'Osman N Uçan', 'Memduh Dursun']",Breast MR segmentation and lesion detection with cellular neural networks and 3D template matching,2008
https://pubmed.ncbi.nlm.nih.gov/32387435/#affiliation-1,['2020 Oct;'],"['Cecilia S Lee', 'Rajendra S Apte']",Retinal Biomarkers of Alzheimer Disease,2020
https://pubmed.ncbi.nlm.nih.gov/28894088/#affiliation-1,['2017 Sep 11;'],"['He Peng', 'Zhihong Liu', 'Xin Yan', 'Jian Ren', 'Jun Xu']",A de novo substructure generation algorithm for identifying the privileged chemical fragments of liver X receptorβ agonists,2017
https://pubmed.ncbi.nlm.nih.gov/25125474/#affiliation-1,['2015;'],"['Yaara Saad', 'Daniel Segal', 'Amir Ayali']",Enhanced neurite outgrowth and branching precede increased amyloid-β-induced neuronal apoptosis in a novel Alzheimer's disease model,2015
https://pubmed.ncbi.nlm.nih.gov/23399728/#affiliation-1,['2013 Mar;'],"['Xinhai Hu', 'Henning Cammann', 'Kurt Miller', 'Carsten Stephan']",Artificial neural networks and prostate cancer--tools for diagnosis and management,2013
https://pubmed.ncbi.nlm.nih.gov/15754797/#affiliation-1,['2004 Jul;'],"['Ernest J Feleppa', 'Christopher R Porter', 'Paul Lee', 'Stella Urban']",Recent developments in tissue-type imaging (TTI) for planning and monitoring treatment of prostate cancer,2004
https://pubmed.ncbi.nlm.nih.gov/7553607/#affiliation-1,['1995 Sep 4;'],"['D B Fogel', 'E C Wasson 3rd']",Evolving neural networks for detecting breast cancer,1995
https://pubmed.ncbi.nlm.nih.gov/31582098/#affiliation-1,['2019 Jun;'],"['Bernd Saugel', 'Karim Kouz', 'Phillip Hoppe', 'Kamal Maheshwari', 'Thomas W L Scheeren']",Predicting hypotension in perioperative and intensive care medicine,2019
https://pubmed.ncbi.nlm.nih.gov/30801998/#affiliation-1,['2019 Jun;'],"['Farshad Bahramian', 'Afsaneh Mojra']",Analysis of thyroid thermographic images for detection of thyroid tumor: An experimental-numerical study,2019
https://pubmed.ncbi.nlm.nih.gov/30369432/#affiliation-1,['2019 Jun;'],"['Rong Tao', 'Xiao Huang', 'Jian Ma', 'Chaoxiang Zhang', 'Fakuan Tang', 'Chenxing Shen']",Magnetocardiography-Based Ischemic Heart Disease Detection and Localization Using Machine Learning Methods,2019
https://pubmed.ncbi.nlm.nih.gov/10187883/#affiliation-1,['1999 Apr;'],"['V Kemény', 'D W Droste', 'D G Nabavi', 'M Siebler']",Automatic embolus detection by a neural network,1999
https://pubmed.ncbi.nlm.nih.gov/11524053/#affiliation-1,['2001 Sep 1;'],"['M Ohlsson', 'H Ohlin', 'L Edenbrandt']",Usefulness of serial electrocardiograms for diagnosis of acute myocardial infarction,2001
https://pubmed.ncbi.nlm.nih.gov/33274622/#affiliation-1,['2020;'],"['V A Kushnarev', 'N A Matyashina', 'V A Shapkina', 'E A Kushnareva', 'Yu A Krivolapov', 'A S Artemyeva']",[Assessment of PD-L1 expression using the neural network analysis algorithm in non-small cell lung carcinoma biopsy specimens],2020
https://pubmed.ncbi.nlm.nih.gov/8539365/#affiliation-1,['1996 Jan;'],"['J A Baker', 'P J Kornguth', 'C E Floyd Jr']",Artificial neural network: improving the quality of breast biopsy recommendations,1996
https://pubmed.ncbi.nlm.nih.gov/30758682/#affiliation-1,['2019 Feb 13;'],"['R Manickavasagam', 'S Selvan']",Automatic Detection and Classification of Lung Nodules in CT Image Using Optimized Neuro Fuzzy Classifier with Cuckoo Search Algorithm,2019
https://pubmed.ncbi.nlm.nih.gov/33247116/#affiliation-1,['2020 Nov 27;'],"['Marc Aubreville', 'Christof A Bertram', 'Taryn A Donovan', 'Christian Marzahl', 'Andreas Maier', 'Robert Klopfleisch']",A completely annotated whole slide image dataset of canine breast cancer to aid human breast cancer research,2020
https://pubmed.ncbi.nlm.nih.gov/30284052/#affiliation-1,['2018 Oct 4;'],"['Taimur Hassan', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              1\n            ', '\n              5\n            ']",Multilayered Deep Structure Tensor Delaunay Triangulation and Morphing Based Automated Diagnosis and 3D Presentation of Human Macula,2018
https://pubmed.ncbi.nlm.nih.gov/26093156/#affiliation-1,['2015 Dec;'],"['Vamsi K Ithapu', 'Vikas Singh', 'Ozioma C Okonkwo', 'Richard J Chappell', 'N Maritza Dowling', 'Sterling C Johnson', ""Alzheimer's Disease Neuroimaging Initiative""]",Imaging-based enrichment criteria using deep learning algorithms for efficient clinical trials in mild cognitive impairment,2015
https://pubmed.ncbi.nlm.nih.gov/30360607/#affiliation-1,['2018 Oct 26;'],"['Kavin Kumar K', 'Meera Devi T']",An Efficient Method for Brain Tumor Detection Using Texture Features and SVM Classifier in MR Images,2018
https://pubmed.ncbi.nlm.nih.gov/20703782/#affiliation-1,['2011 Aug;'],"['Berdakh Abibullaev', 'Hee Don Seo']",A new QRS detection method using wavelets and artificial neural networks,2011
https://pubmed.ncbi.nlm.nih.gov/22830775/#affiliation-1,['2012 Jul;'],"['Jihyun Yun', 'Marc Mackenzie', 'Don Robinson']",An artificial neural network (ANN)-based lung-tumor motion predictor for intrafractional MR tumor tracking,2012
https://pubmed.ncbi.nlm.nih.gov/10659432/#affiliation-1,['2000;'],"['G Zahlmann', 'B Kochner', 'D Schuhmann', 'A Wegner', 'M Mertz']",Hybrid fuzzy image processing for situation assessment,2000
https://pubmed.ncbi.nlm.nih.gov/28212138/#affiliation-1,['2017 Jul;'],"['Anton S Becker', 'Magda Marcon', 'Moritz C Wurnig', 'Andreas Boss']",Deep Learning in Mammography: Diagnostic Accuracy of a Multipurpose Image Analysis Software in the Detection of Breast Cancer,2017
https://pubmed.ncbi.nlm.nih.gov/31202936/#affiliation-1,['2019 Aug;'],"['Kai He', 'Shuai Huang', 'Xiaoning Qian']",Early detection and risk assessment for chronic disease with irregular longitudinal data analysis,2019
https://pubmed.ncbi.nlm.nih.gov/24229773/#affiliation-1,['2013 Nov;'],['Partho P Sengupta'],Intelligent platforms for disease assessment: novel approaches in functional echocardiography,2013
https://pubmed.ncbi.nlm.nih.gov/31533612/#affiliation-1,['2019 Sep 18;'],"['Alejandro Lopez-Rincon', 'Marlet Martinez-Archundia', 'Gustavo U Martinez-Ruiz', 'Alexander Schoenhuth', 'Alberto Tonda']",Automatic discovery of 100-miRNA signature for cancer classification using ensemble feature selection,2019
https://pubmed.ncbi.nlm.nih.gov/30548511/#affiliation-1,['2019 Jan;'],"['Erik Rodner', '\n              2\n            ', '\n              3\n            ', 'Ferdinand von Eggeling', '\n              4\n            ', 'Günther Ernst', 'Olga Chernavskaia', 'Jürgen Popp', '\n              4\n            ', '\n              1\n            ', '\n              5\n            ']",Fully convolutional networks in multimodal nonlinear microscopy images for automated detection of head and neck carcinoma: Pilot study,2019
https://pubmed.ncbi.nlm.nih.gov/10397305/#affiliation-1,['1999 Jul;'],"['H Handels', 'T Ross', 'H H Wolff']",Feature selection for optimized skin tumor recognition using genetic algorithms,1999
https://pubmed.ncbi.nlm.nih.gov/31120327/#affiliation-1,['2019 Aug;'],"['Shahid Hussain', 'Javed Ferzund', 'Raza Ul-Haq']",Prediction of Drug Target Sensitivity in Cancer Cell Lines Using Apache Spark,2019
https://pubmed.ncbi.nlm.nih.gov/10854480/#affiliation-1,['1999;'],"['D J Schaid', 'K Buetow', 'E Wijsman', 'J Ott']","Discovery of cancer susceptibility genes: study designs, analytic approaches, and trends in technology",1999
https://pubmed.ncbi.nlm.nih.gov/29748112/#affiliation-1,['2018 Aug;'],"['Michael H Li', 'Tiago A Mestre', 'Susan H Fox', 'Babak Taati']",Automated assessment of levodopa-induced dyskinesia: Evaluating the responsiveness of video-based features,2018
https://pubmed.ncbi.nlm.nih.gov/9267592/#affiliation-1,['1997 Sep;'],"['B Kovalerchuk', 'E Triantaphyllou', 'J Clayton']",Fuzzy logic in computer-aided breast cancer diagnosis: analysis of lobulation,1997
https://pubmed.ncbi.nlm.nih.gov/31630233/#affiliation-1,['2020 Feb;'],"['Yaping Zhang', 'Niels R van der Werf', '\n              3\n            ', '\n              1\n            ', '\n              2\n            ', '\n              4\n            ', '\n              5\n            ']",Motion-corrected coronary calcium scores by a convolutional neural network: a robotic simulating study,2020
